road_name,ausrap_section_id,veh_str_rating_smoothed,survey_date,road_type,OBJECTID,SHAPE_Length
"0000192-THE BUCKETTS WAY,GLOUCESTER RD,WINGHAM RD",1,5,20220429,Regional,7005,470.9948088
0006005-M5 MOTORWAY,2,4,20160310,State,7006,6404.150296
"0000195-LEGGETTS DR,CESSNOCK RD,MAIN RD",2,3,20150113,State,7007,238.3477083
0000051-KINGS HIGHWAY,1,2,20210225,State,7008,52491.33823
0000005-GREAT WESTERN HIGHWAY,1,3,20151010,State,7009,1203.146489
"0007140-CATTAI RIDGE RD,SCHEYVILLE RD",1,1,20210610,Regional,7010,7455.385237
"0000253-JENOLAN CAVES RD,O'CONNELL RD,EDITH RD",1,2,20211218,Regional,7011,3618.430001
0000410-KIDMAN WAY,1,3,20140905,State,7012,5774.686508
0000423-LACHLAN VALLEY WAY,1,3,20220205,Regional,7013,4442.822156
"0000132-MACINTYRE RD,BARRABA RD,BUNDARRA RD",1,2,20220520,Regional,7014,6968.705391
0000011-OXLEY HIGHWAY,1,2,20201209,State,7015,3493.190777
0000009-NEW ENGLAND HIGHWAY,1,3,20211029,State,7016,5348.744226
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,3,20150922,State,7017,534.271901
"0000061-HENRY PARKES WAY,THE ESCORT WAY",1,3,20140926,State,7018,2989.111589
0000111-THE LAKES WAY,1,3,20220429,Regional,7019,3555.867325
0000018-CASTLEREAGH HIGHWAY,1,1,20150914,State,7020,14351.29268
0000411-TIPPING WAY,1,3,20220205,Regional,7021,3574.867482
0000002-HUME HIGHWAY,2,2,20140918,State,7022,3693.186537
"0000184-BELLS LINE OF RD,WINDSOR RD",1,2,20151130,State,7023,843.8872333
"0000184-BELLS LINE OF RD,WINDSOR RD",1,3,20151130,State,7024,1923.997697
"0000514-OXLEY RD,MAUDE RD",1,2,20211106,Regional,7025,7026.453528
"0000238-PARKES EUGOWRA RD,NANGAR RD,EUGOWRA RD",2,3,20220204,Regional,7026,7209.998967
0000679-TWEED VALLEY WAY,1,2,20220530,Regional,7027,453.917281
"0000680-PEMBROKE RD,HAROLD ST,GLENFIELD RD",1,4,20161104,State,7028,1210.221214
0000618-VINEGAROY RD,1,2,20211221,Regional,7029,10537.08169
"0000195-LEGGETTS DR,CESSNOCK RD,MAIN RD",1,4,20150113,State,7030,350.3704521
"0000651-F1 WARRINGAH FREEWAY, GORE HILL FREEWAY",2,3,20161202,State,7031,601.8663762
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",4,2,20161108,State,7032,241.5548585
0000017-NEWELL HIGHWAY,1,4,20150221,State,7033,1671.036561
0007260-BADGERYS CREEK RD,2,5,20210921,Regional,7034,1365.107576
"0006002-M2 HILLS MOTORWAY, LANE COVE TUNNEL",1,4,20170206,State,7035,6865.493404
0000560-BEACH RD,1,3,20211203,Regional,7036,246.1139547
0007603-ELLIOTT WAY,1,1,20211116,Regional,7037,22450.84083
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,1,20150110,State,7038,3600.974554
"0000543-MILLWOOD RD,THE ROCK COLLINGULLIE RD,MUNDOWY LANE",1,2,20211029,Regional,7039,7245.346732
"0007523-GERTY ST,MARSHALLS LANE",1,5,20211217,Regional,7040,1136.080428
0000379-WOMBAT RD,1,2,20211022,Regional,7041,3651.325367
"0004057-LOVEDALE RD,ALLANDALE RD",1,2,20220421,Regional,7042,3917.625194
"0000266-JAMBEROO RD,TERRY ST",1,1,20211213,Regional,7043,7554.752551
"0007222-POLDING ST,RESTWELL RD,FAIRFIELD RD",1,2,20210110,Regional,7044,1207.122753
"0007636-HIGHLAND WAY,PENROSE RD",1,4,20211213,Regional,7045,730.5612493
0000295-FIVE ISLANDS RD,1,3,20160303,State,7046,2065.674139
0000017-NEWELL HIGHWAY,2,3,20150221,State,7047,6103.140241
0000055-BLACK STUMP WAY,1,2,20220210,Regional,7048,3526.355982
0000018-CASTLEREAGH HIGHWAY,2,2,20150914,State,7049,10517.59789
"0000164-PITTWATER RD,BARRENJOEY RD",1,3,20161125,State,7050,7506.247753
0000027-GOLDEN HIGHWAY,1,3,20201212,State,7051,571.3946899
"0007636-HIGHLAND WAY,PENROSE RD",1,1,20211213,Regional,7052,3659.397491
"0000143-TOMEWIN RD,QUEENSLAND RD",1,3,20220703,Regional,7053,1023.185323
"0007759-ELIZABETH BAY DR,MIMOSA RD",1,4,20220419,Regional,7054,2631.393777
0000002-HUME HIGHWAY,2,3,20140918,State,7055,19644.77404
0000001-PRINCES HIGHWAY,3,2,20150320,State,7056,14883.52794
"0000152-LAWRENCE RD,YAMBA RD",1,3,20220701,Regional,7057,1151.263995
"0000248-RUGBY RD,BOOROWA RD,LAGGAN TARALGA RD",2,2,20211122,Regional,7058,3638.488975
"0000373-EPPING RD,CARLINGFORD RD",1,3,20161123,State,7059,6507.652872
0000536-MAMRE RD,1,2,20160129,State,7060,1450.775771
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,1,20220421,Regional,7061,3594.328389
0000014-STURT HIGHWAY,1,3,20201029,State,7062,1832.878742
"0000571-CROOKED RIVER RD,FERN ST,BELINDA ST",1,4,20211204,Regional,7063,1708.354238
"0000243-CANOLA WAY,NANGUS RD,GUNDAGAI RD",1,3,20211028,Regional,7064,1837.234057
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",2,4,20160113,State,7065,120.3128609
0000021-COBB HIGHWAY,1,4,20140902,State,7066,2719.385267
"0000061-HENRY PARKES WAY,THE ESCORT WAY",3,3,20140926,State,7067,631.9424705
0000007-MITCHELL HIGHWAY,1,2,20210217,State,7068,839.0196306
0000005-GREAT WESTERN HIGHWAY,1,3,20151010,State,7069,2167.166982
"0000333-CARINDA RD,CUMBERDOON WAY",1,3,20220117,Regional,7070,21961.71647
"0000642-SUNNYHOLT RD,MEMORIAL AV",1,3,20161110,State,7071,2525.364439
0000126-WALLABADAH RD,1,3,20220507,Regional,7072,1420.820473
0000010-PACIFIC HIGHWAY,9,3,20211113,State,7073,3434.015728
"0000588-JOHN RENSHAW DR,CESSNOCK RD,MAITLAND RD",1,5,20160307,State,7074,119.0602504
"0000319-MAUDE RD,MOULAMEIN RD",1,2,20211109,Regional,7075,3681.219216
"0000065-BANGALOW RD,LISMORE RD,HINTERLAND WAY",1,1,20151009,State,7076,7063.350799
0000083-SUMMERLAND WAY,3,2,20150918,State,7077,26952.30917
0000012-GWYDIR HIGHWAY,2,2,20210430,State,7078,6908.701908
"0000217-WANGI RD,LAKE RD",2,4,20160308,State,7079,357.6811166
0000010-PACIFIC HIGHWAY,5,3,20211023,State,7080,2751.529764
0007737-CRESCENT HEAD RD,1,3,20220628,Regional,7081,585.7394375
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",1,3,20161108,State,7082,1209.406355
0000018-CASTLEREAGH HIGHWAY,2,3,20150914,State,7083,7062.903795
0000075-ARMIDALE RD,1,1,20220628,Regional,7084,24389.21193
0000022-SILVER CITY HIGHWAY,2,1,20140911,State,7085,3448.450695
0000010-PACIFIC HIGHWAY,9,3,20211113,State,7086,6900.044376
"0000184-BELLS LINE OF RD,WINDSOR RD",3,3,20161124,State,7087,3674.209093
0000017-NEWELL HIGHWAY,1,4,20150223,State,7088,90.69585678
"0000543-MILLWOOD RD,THE ROCK COLLINGULLIE RD,MUNDOWY LANE",1,4,20211029,Regional,7089,614.2417183
"0000065-BANGALOW RD,LISMORE RD,HINTERLAND WAY",1,3,20151009,State,7090,455.8732113
"0000609-THE HORSLEY DR,VICTORIA ST",2,3,20161107,State,7091,1204.081079
0000014-STURT HIGHWAY,2,3,20201029,State,7092,25444.00156
0000018-CASTLEREAGH HIGHWAY,3,3,20150915,State,7093,40042.534
0004005-WEST HEAD RD,1,2,20161201,State,7094,3616.149048
0007306-BATHURST ST,1,3,20211019,Regional,7095,722.6002047
0000010-PACIFIC HIGHWAY,1,3,20211023,State,7096,7205.277599
"0002057-EAST ST,ARTHUR ST,WEEROONA RD",1,3,20211005,Regional,7097,1209.327254
0000007-MITCHELL HIGHWAY,3,3,20210217,State,7098,1659.264322
0000030-CENTRAL COAST HIGHWAY,1,4,20201210,State,7099,2040.828235
"0000272-TATHRA BERMAGUI RD,TATHRA RD,WALLAGA LAKE RD",1,3,20211204,Regional,7100,2984.299856
0000455-PEATS RIDGE RD,1,1,20220420,Regional,7101,10698.08057
"0000302-TOMAGO RD,CABBAGE TREE RD",1,4,20160308,State,7102,952.158333
"0000195-LEGGETTS DR,CESSNOCK RD,MAIN RD",2,5,20150113,State,7103,238.1632397
"0000137-ASHFORD RD,BONSHAW RD",1,1,20220526,Regional,7104,6915.985762
0007731-ILUKA RD,1,4,20220701,Regional,7105,1720.762032
0000371-RANKINS SPRINGS RD,1,3,20211030,Regional,7106,3623.432818
0000371-RANKINS SPRINGS RD,1,2,20211030,Regional,7107,3617.020134
0007751-WOY WOY RD,1,3,20220419,Regional,7108,1893.043972
"0000531-PIPERS FLAT RD,PORTLAND CULLEN BULLEN RD,BARTON AV",1,5,20211218,Regional,7109,1202.908758
"0000070-GOODOOGA RD,ARTHUR HALL VC WAY",2,3,20220401,Regional,7110,3470.917547
"0000248-RUGBY RD,BOOROWA RD,LAGGAN TARALGA RD",1,2,20211123,Regional,7111,3642.382349
0000012-GWYDIR HIGHWAY,2,4,20210430,State,7112,1608.739226
0000009-NEW ENGLAND HIGHWAY,8,4,20151013,State,7113,226.450971
0000008-BARRIER HIGHWAY,1,2,20211210,State,7114,3537.912627
0000017-NEWELL HIGHWAY,1,1,20150221,State,7115,6104.11528
0000090-THE BUCKETTS WAY,1,3,20220406,Regional,7116,3560.823243
0000022-SILVER CITY HIGHWAY,2,2,20140911,State,7117,6878.252541
0000535-ELIZABETH DR,1,3,20160203,State,7118,6143.448364
"0007632-CULBURRA RD,GREENWELL POINT RD",1,3,20211202,Regional,7119,1584.197404
0000030-CENTRAL COAST HIGHWAY,3,3,20201210,State,7120,358.1120915
"0000270-CAPTAINS FLAT RD,COOMA RD",1,2,20211203,Regional,7121,3688.979844
"0000321-KIDMAN WAY,RANKINS SPRINGS RD",2,3,20160120,State,7122,494.5756093
"0000159-PITTWATER RD,SYDNEY RD",2,3,20161130,State,7123,186.1681583
"0007343-HARBORD RD,NORTH STEYNE",1,5,20211017,Regional,7124,1449.08212
"0007198-CUMBERLAND RD,RAILWAY PDE,ATCHISON RD",1,4,20210922,Regional,7125,2420.430542
0000004-SNOWY MOUNTAINS HIGHWAY,2,1,20201110,State,7126,3715.545766
0000398-MARY GILMORE WAY,2,3,20211023,Regional,7127,3525.080005
0000012-GWYDIR HIGHWAY,1,4,20210504,State,7128,922.2564682
"0000644-PROSPECT HWY,ABBOTT RD,BLACKTOWN RD",1,3,20161110,State,7129,721.9602128
"0000531-PIPERS FLAT RD,PORTLAND CULLEN BULLEN RD,BARTON AV",1,2,20211218,Regional,7130,7092.369045
"0000245-FOREST RD,MILLTHORPE RD",1,3,20211217,Regional,7131,1561.841053
0000001-PRINCES HIGHWAY,3,3,20150320,State,7132,741.1702595
0000029-KAMILAROI HIGHWAY,3,2,20220115,State,7133,7037.414384
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",1,1,20211023,Regional,7134,10925.91876
0000503-PUTTY ROAD,1,2,20150203,State,7135,16601.98447
"0000644-PROSPECT HWY,ABBOTT RD,BLACKTOWN RD",2,3,20161110,State,7136,3525.665031
"0000200-KING GEORGES RD,CENTENARY DR,HOMEBUSH BAY DR",3,4,20160218,State,7137,362.4285084
0000001-PRINCES HIGHWAY,3,2,20150320,State,7138,3707.115141
0000232-BOONANGAR RD,1,2,20220403,Regional,7139,6848.014649
"0000624-RAMSGATE RD,PARK RD",1,2,20211007,Regional,7140,1326.573173
"0000253-JENOLAN CAVES RD,O'CONNELL RD,EDITH RD",1,3,20151130,State,7141,10135.43771
0000384-TUMBARUMBA RD,1,1,20211029,Regional,7142,14654.40594
0000353-SAXA RD,1,3,20220201,Regional,7143,17814.08413
0006003-M1 PACIFIC MOTORWAY,1,2,20160309,State,7144,3723.410377
0000010-PACIFIC HIGHWAY,9,4,20211113,State,7145,3464.70757
"0002057-EAST ST,ARTHUR ST,WEEROONA RD",1,4,20211005,Regional,7146,1206.251241
"0007314-BOOTH ST,MOORE ST,MALLETT ST",1,3,20211019,Regional,7147,1827.744812
"0000534-CABRAMATTA RD W,CABRAMATTA RD E",1,2,20160219,State,7148,1085.673979
0000011-OXLEY HIGHWAY,2,3,20210501,State,7149,7022.505769
0000005-GREAT WESTERN HIGHWAY,1,4,20151010,State,7150,2767.47266
0002109-CASTLEREAGH RD,1,2,20210925,Regional,7151,1205.850516
"0000192-THE BUCKETTS WAY,GLOUCESTER RD,WINGHAM RD",1,1,20220429,Regional,7152,10645.36697
"0007163-JERSEY RD,COPELAND RD",3,3,20210921,Regional,7153,1320.575983
0007267-NORTH LIVERPOOL RD,1,3,20210920,Regional,7154,278.0081915
"0000319-MAUDE RD,MOULAMEIN RD",3,2,20211106,Regional,7155,3649.382654
0000007-MITCHELL HIGHWAY,3,3,20201026,State,7156,10378.10644
0000017-NEWELL HIGHWAY,1,1,20150221,State,7157,16265.74751
"0000549-PUNCHBOWL RD,GEORGES RIVER RD",1,3,20160218,State,7158,362.2314164
"0000600-OCEAN DR,HASTINGS RIVER DR",1,3,20220627,Regional,7159,1530.425169
0000335-WYONG RD,1,4,20150107,State,7160,840.4688269
0000011-OXLEY HIGHWAY,1,1,20201209,State,7161,3519.69886
"0007105-AUBURN RD,AMY ST",1,4,20210924,Regional,7162,1488.732277
"0000514-OXLEY RD,MAUDE RD",1,4,20211108,Regional,7163,3641.027576
"0000155-MULGOA RD,PARK RD",1,3,20161103,State,7164,3970.599392
"0007018-ADDISON RD,ALICE ST,LLEWELLYN ST",2,4,20211020,Regional,7165,553.0635927
0000214-ULAN RD,1,,20211220,Regional,7166,356.1835504
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",2,3,20211023,Regional,7167,2446.086312
0000005-GREAT WESTERN HIGHWAY,7,3,20130921,State,7168,2411.666831
0000014-STURT HIGHWAY,2,3,20201029,State,7169,25471.99892
0000170-BOTANY RD,2,2,20160311,State,7170,241.7332882
0000022-SILVER CITY HIGHWAY,2,2,20140911,State,7171,3492.571701
"0000128-GLENDONBROOK RD,GRESFORD RD,PUTTY RD",1,2,20220504,Regional,7172,3563.572512
"0000217-WANGI RD,LAKE RD",2,3,20160308,State,7173,4218.475991
"0000332-ARCADIA RD,BAY RD,BEROWRA WATERS RD",2,2,20211006,Regional,7174,1205.047513
0000002-HUME HIGHWAY,2,1,20140918,State,7175,18264.26128
"0000329-MERRYWINEBONE RD,KENEBRI RD,CYPRESS WAY",1,2,20220330,Regional,7176,10522.03121
0000094-WAKOOL RD,1,3,20211109,Regional,7177,22137.28384
0000187-YETMAN RD,1,2,20220520,Regional,7178,3443.182446
0000001-PRINCES HIGHWAY,10,3,20150320,State,7179,1458.774624
"0000167-CANTERBURY RD,NEWBRIDGE RD,MILPERRA RD",1,3,20151208,State,7180,361.5213408
0000090-THE BUCKETTS WAY,1,1,20220406,Regional,7181,3543.453474
0000622-MT LINDESAY RD,1,1,20220528,Regional,7182,21555.57877
0000118-RODEO DR,1,4,20220628,Regional,7183,465.5863593
"0000296-PRETTY PINE RD,BALRANALD RD,KYALITE RD",1,2,20211104,Regional,7184,3676.16932
"0000588-JOHN RENSHAW DR,CESSNOCK RD,MAITLAND RD",1,3,20160307,State,7185,595.28173
"0000325-WARNERS BAY RD,DUDLEY RD,WOMMARA AV",1,4,20220502,Regional,7186,1194.651652
"0007767-BROKE RD,CESSNOCK RD",1,1,20220421,Regional,7187,18204.20314
0000005-GREAT WESTERN HIGHWAY,1,4,20151010,State,7188,287.2429749
0000029-KAMILAROI HIGHWAY,1,2,20211102,State,7189,7034.358282
"0007299-CLIFF DR,NARROW NECK RD",1,3,20210925,Regional,7190,1447.601788
0000410-KIDMAN WAY,1,2,20140905,State,7191,15155.17084
0007778-GRESFORD RD,1,4,20220504,Regional,7192,714.7490421
"0007643-GERROA RD,CROOKED RIVER RD,BOLONG RD",1,3,20211204,Regional,7193,14135.92232
"0007760-NARARA VALLEY DR,RAILWAY CR",1,4,20220419,Regional,7194,1201.800261
"0000349-EMPIRE BAY DR,BRISBANE WATER DR,MANNS RD",1,5,20150106,State,7195,119.9684609
0000437-BANGATE RD,1,4,20220402,Regional,7196,371.4021702
"0000023-NEWCASTLE INNER CITY BYPA, LOOKOUT RD",2,4,20150108,State,7197,956.2159588
0000006-MID WESTERN HIGHWAY,1,2,20140901,State,7198,1325.434949
0000022-SILVER CITY HIGHWAY,1,2,20140910,State,7199,5923.009568
0000008-BARRIER HIGHWAY,1,4,20211210,State,7200,3529.936065
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,3,20140925,State,7201,3643.774908
0000017-NEWELL HIGHWAY,2,3,20150221,State,7202,2302.610613
0000084-BURLEY GRIFFIN WAY,2,3,20140923,State,7203,1334.421778
"0002110-PITTWATER RD,MCCARRS CREEK RD",1,3,20210930,Regional,7204,6868.362821
"0000220-WINE COUNTRY DR,LEGGETTS DR,CESSNOCK RD",1,3,20150109,State,7205,3816.581373
"0000198-SOUTH WEST ROCKS RD,BARNARD ST",1,1,20220628,Regional,7206,6538.271628
0007048-HARROW RD,1,3,20211007,Regional,7207,1358.493036
"0000192-THE BUCKETTS WAY,GLOUCESTER RD,WINGHAM RD",1,1,20220429,Regional,7208,3547.9364
"0000052-GRABBEN GULLEN RD,GUNDAROO RD,SUTTON RD",2,3,20151201,State,7209,271.3891433
0000017-NEWELL HIGHWAY,1,4,20150220,State,7210,3558.303192
"0000644-PROSPECT HWY,ABBOTT RD,BLACKTOWN RD",1,3,20161110,State,7211,3492.974261
0000371-RANKINS SPRINGS RD,1,2,20211030,Regional,7212,3619.585545
0000006-MID WESTERN HIGHWAY,1,4,20140901,State,7213,240.1958705
"0000152-LAWRENCE RD,YAMBA RD",1,3,20220701,Regional,7214,1375.1064
"0007141-ANNANGROVE RD,KENTHURST RD",1,3,20211016,Regional,7215,2405.426957
0000603-CARNLEY AV,1,3,20220503,Regional,7216,782.7449963
0000027-GOLDEN HIGHWAY,2,3,20201212,State,7217,14062.45196
0000030-CENTRAL COAST HIGHWAY,1,2,20201210,State,7218,1079.059193
"0000256-ABERCROMBIE RD,TARALGA RD",1,2,20211122,Regional,7219,3639.033638
0000622-MT LINDESAY RD,1,2,20220527,Regional,7220,3431.989541
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",1,,20160113,State,7221,120.6590375
0000001-PRINCES HIGHWAY,2,2,20211210,Regional,7222,1215.747947
"0000059-URANA LOCKHART RD,COCKETGEDONG RD,LOCKHART RD",1,2,20211103,Regional,7223,3668.746868
0000016-BRUXNER HIGHWAY,1,2,20140218,State,7224,5698.614049
"0007519-MENDOORAN RD,FOREST RD",1,3,20211221,Regional,7225,3659.999819
0000435-OPAL MINERS WAY,1,3,20220113,Regional,7226,108237.1078
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",1,3,20211021,Regional,7227,975.7374527
"0000155-MULGOA RD,PARK RD",1,2,20161103,State,7228,4094.865355
0006003-M1 PACIFIC MOTORWAY,2,2,20160309,State,7229,4676.551817
0000005-GREAT WESTERN HIGHWAY,2,2,20130921,State,7230,1202.516508
0000286-KOSCIUSZKO RD,1,2,20140927,State,7231,1613.944369
"0000504-AVOCA DR,SCENIC HWY",1,2,20150107,State,7232,119.8953135
0000012-GWYDIR HIGHWAY,2,3,20210430,State,7233,5870.053253
"0000333-CARINDA RD,CUMBERDOON WAY",1,2,20220117,Regional,7234,3526.320284
0000187-YETMAN RD,1,3,20220520,Regional,7235,3439.622827
0000016-BRUXNER HIGHWAY,2,1,20140218,State,7236,7983.098843
"0000184-BELLS LINE OF RD,WINDSOR RD",4,3,20151203,State,7237,361.0218618
"0007017-EDGEWARE RD,CAMPBELL ST,BURROWS RD",3,3,20211019,Regional,7238,1084.637192
0000002-HUME HIGHWAY,2,3,20140918,State,7239,50053.63332
0000339-OLD SOUTH HEAD RD,1,3,20150211,State,7240,5315.710967
"0000243-CANOLA WAY,NANGUS RD,GUNDAGAI RD",4,4,20211028,Regional,7241,974.1745694
0000017-NEWELL HIGHWAY,1,2,20150220,State,7242,5923.683247
"0000248-RUGBY RD,BOOROWA RD,LAGGAN TARALGA RD",2,2,20211122,Regional,7243,7271.661477
0000501-LACHLAN VALLEY WAY,2,3,20211031,Regional,7244,3603.618224
0000187-YETMAN RD,1,1,20220520,Regional,7245,6915.017764
0000501-LACHLAN VALLEY WAY,2,3,20211106,Regional,7246,32161.47656
0007731-ILUKA RD,1,2,20220701,Regional,7247,2977.14903
0000025-ILLAWARRA HIGHWAY,2,2,20210227,State,7248,7287.793655
"0000092-NERRIGA RD,BRAIDWOOD RD",1,2,20210609,Regional,7249,11056.97131
0007055-MOWBRAY RD W,1,3,20211017,Regional,7250,2771.606525
0000158-MARSDEN RD,1,2,20161125,State,7251,1208.22493
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",4,5,20160113,State,7252,482.6050954
"0000331-JINGELLIC RD,WALBUNDRIE RD,CULCAIRN HOLBROOK RD",1,2,20211117,Regional,7253,14024.76994
0000078-OLYMPIC HIGHWAY,2,3,20140927,State,7254,2118.559582
0000090-THE BUCKETTS WAY,1,2,20220406,Regional,7255,9002.072783
0000014-STURT HIGHWAY,1,3,20201029,State,7256,37869.77091
"0007314-BOOTH ST,MOORE ST,MALLETT ST",1,4,20211019,Regional,7257,1209.308804
0000083-SUMMERLAND WAY,3,4,20150918,State,7258,2054.389493
"0000184-BELLS LINE OF RD,WINDSOR RD",1,4,20151130,State,7259,482.4021836
0000154-THE NORTHERN ROAD,1,3,20161102,State,7260,8216.368183
"0000609-THE HORSLEY DR,VICTORIA ST",3,3,20161107,State,7261,482.1793488
0000371-RANKINS SPRINGS RD,1,3,20211030,Regional,7262,7122.865669
0000508-HENRY LAWSON DRIVE,1,3,20160219,State,7263,14260.81478
0000018-CASTLEREAGH HIGHWAY,3,2,20150915,State,7264,11839.38675
0007634-NAVAL COLLEGE RD,1,4,20211214,Regional,7265,733.1077623
"0000184-BELLS LINE OF RD,WINDSOR RD",2,3,20151130,State,7266,3602.133217
0007194-RABY RD,2,3,20210922,Regional,7267,1935.8733
0000010-PACIFIC HIGHWAY,8,3,20211104,State,7268,74005.58489
"0000549-PUNCHBOWL RD,GEORGES RIVER RD",1,3,20160218,State,7269,120.4671222
0000007-MITCHELL HIGHWAY,3,4,20201026,State,7270,1041.625343
0000011-OXLEY HIGHWAY,2,3,20210501,State,7271,22162.49633
0000078-OLYMPIC HIGHWAY,3,1,20140926,State,7272,3641.225286
"0007324-UNDERWOOD RD,POMEROY ST,WELLBANK ST",1,4,20211005,Regional,7273,1143.832386
0002074-ANZAC PDE,1,3,20211009,Regional,7274,5051.976315
0000010-PACIFIC HIGHWAY,9,3,20211106,State,7275,19992.81446
0000010-PACIFIC HIGHWAY,9,4,20180801,State,7276,4998.191473
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",1,3,20211023,Regional,7277,1990.760638
0000021-COBB HIGHWAY,1,3,20140903,State,7278,3637.965696
"0007738-WOOLI RD,EIGHT MILE LANE",1,1,20220602,Regional,7279,10364.64683
0000001-PRINCES HIGHWAY,2,3,20150320,State,7280,1091.285746
0000012-GWYDIR HIGHWAY,3,3,20201104,State,7281,10343.49968
"0000059-URANA LOCKHART RD,COCKETGEDONG RD,LOCKHART RD",1,4,20211111,Regional,7282,3674.305975
"0000358-COULSONS CREEK RD,MERRIWA RD",1,2,20220405,Regional,7283,7059.327517
"0000620-CAMDEN VALLEY WAY,REMEMBRANCE DVWY,CAMDEN BYPA",4,3,20161104,State,7284,3495.210301
0000010-PACIFIC HIGHWAY,8,3,20211104,State,7285,80942.43794
"0000450-TWEED COAST RD,CUDGERA CREEK RD",1,3,20220530,Regional,7286,4987.672861
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",3,2,20161108,State,7287,1210.088618
"0000184-BELLS LINE OF RD,WINDSOR RD",4,2,20151203,State,7288,1443.701982
0000501-LACHLAN VALLEY WAY,2,4,20211031,Regional,7289,3606.981606
0000158-MARSDEN RD,1,2,20161125,State,7290,361.4601512
"0000332-ARCADIA RD,BAY RD,BEROWRA WATERS RD",2,2,20211006,Regional,7291,1202.066963
0000018-CASTLEREAGH HIGHWAY,1,1,20150914,State,7292,3597.21329
0000187-YETMAN RD,1,3,20220520,Regional,7293,3441.022233
0000410-KIDMAN WAY,1,3,20140905,State,7294,3568.310377
"0000544-BENTLEY RD,KYOGLE RD",1,2,20220601,Regional,7295,3416.538117
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,2,20140925,State,7296,4125.600021
"0000611-LAKE ENTRANCE RD,NEW LAKE ENTRANCE RD",1,3,20160303,State,7297,3402.515082
0000014-STURT HIGHWAY,2,3,20201029,State,7298,1698.584498
0000090-THE BUCKETTS WAY,1,3,20220406,Regional,7299,118.6993598
"0000217-WANGI RD,LAKE RD",4,3,20160308,State,7300,479.0169302
0000384-TUMBARUMBA RD,1,3,20211029,Regional,7301,7379.614694
"0000270-CAPTAINS FLAT RD,COOMA RD",1,2,20211203,Regional,7302,3697.560357
0000016-BRUXNER HIGHWAY,1,2,20140218,State,7303,3309.979275
0007194-RABY RD,1,4,20210922,Regional,7304,466.6407028
"0000581-SPRINGHILL RD,CORRIMAL ST",1,3,20160303,State,7305,1948.220317
0000001-PRINCES HIGHWAY,2,2,20211210,Regional,7306,485.4005499
0000018-CASTLEREAGH HIGHWAY,3,3,20150925,State,7307,3538.890635
"0000377-LACHLAN VALLEY WAY,THE ESCORT WAY",2,3,20220204,Regional,7308,3595.12331
"0000544-BENTLEY RD,KYOGLE RD",1,2,20220703,Regional,7309,3665.890984
"0000152-LAWRENCE RD,YAMBA RD",1,3,20220701,Regional,7310,574.3399634
0000357-RANGARI RD,1,2,20220510,Regional,7311,6970.52219
0000078-OLYMPIC HIGHWAY,2,2,20140930,State,7312,12569.61573
"0000402-GINGIE RD,LLANILLO RD",1,3,20220402,Regional,7313,41662.25383
0000005-GREAT WESTERN HIGHWAY,1,3,20151010,State,7314,481.7032102
0000005-GREAT WESTERN HIGHWAY,1,4,20151010,State,7315,1203.039194
0000552-CONARGO RD,1,3,20211104,Regional,7316,55037.26625
"0000237-CARGO RD,GOOLOOGONG RD,WARRADERRY WAY",1,2,20220203,Regional,7317,3603.674939
0000133-KILLARNEY GAP RD,1,2,20220519,Regional,7318,6938.23674
0000001-PRINCES HIGHWAY,1,,20150320,State,7319,470.9431036
0000083-SUMMERLAND WAY,2,3,20150921,State,7320,1843.235654
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",2,3,20140923,State,7321,14101.24039
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",1,1,20140923,State,7322,3635.157336
0000006-MID WESTERN HIGHWAY,1,3,20140917,State,7323,475.3030963
0000022-SILVER CITY HIGHWAY,2,3,20140911,State,7324,7226.363405
"0000177-APPIN RD,CAMPBELLTOWN RD,BULLI APPIN RD",2,2,20140114,State,7325,1089.941133
"0000177-APPIN RD,CAMPBELLTOWN RD,BULLI APPIN RD",2,3,20140114,State,7326,10052.57994
0000411-TIPPING WAY,1,2,20220205,Regional,7327,7152.82266
0000017-NEWELL HIGHWAY,2,1,20150221,State,7328,234.9769326
"0000660-AVOCA ST,CARRINGTON RD,FRENCHMANS RD",1,3,20150211,State,7329,1573.732825
